Orthogroup	d
OG0012057	binding:ATP binding; gene silencing by RNA-directed DNA methylation
OG0012058	catalytic activity:glycoprotein biosynthetic process; glycosyltransferase activity
OG0012061	unknown:structural constituent of ribosome; ribosome; translation
OG0012062	transport:peroxisomal membrane; peroxisome organization; protein-macromolecule adaptor activity; protein import into peroxisome membrane
OG0012064	binding:negative regulation of translation; ribosomal large subunit binding; negative regulation of ribosome biogenesis
OG0012065	binding:cytoplasm; protein folding; protein folding chaperone; unfolded protein binding; prefoldin complex
OG0012066	unknown:chloroplast thylakoid membrane; photosynthetic electron transport in photosystem I; NAD(P)H dehydrogenase complex (plastoquinone)
OG0012067	unknown:nuclear chromosome; chromatin remodeling
OG0012069	binding:protein binding
OG0012070	transport:intracellular protein transport
OG0012071	binding; catalytic activity:nucleic acid binding; ATP binding; RNA helicase activity; cytosol
OG0012072	binding:RNA binding; nucleic acid binding; zinc ion binding; protein peptidyl-prolyl isomerization; peptidyl-prolyl cis-trans isomerase activity; nucleus
OG0012073	unknown:negative regulation of transcription elongation by RNA polymerase II; histone reader activity
OG0012074	unknown:chloroplast
OG0012076	transport:endoplasmic reticulum; endoplasmic reticulum membrane; intracellular protein transport; endoplasmic reticulum to Golgi vesicle-mediated transport; membrane; protein localization to endoplasmic reticulum exit site
OG0012078	unknown:ligand-gated monoatomic ion channel activity; membrane
OG0012079	unknown:membrane
OG0012080	catalytic activity:polyamine biosynthetic process; thermospermine synthase activity
OG0012083	binding:protein binding; peptidyl-prolyl cis-trans isomerase activity
OG0012084	catalytic activity:protein serine/threonine phosphatase activity; protein dephosphorylation
OG0012085	binding:magnesium ion binding; tRNA modification; tRNA guanylyltransferase activity; tRNA processing
OG0012087	transport:nucleus; cytosol; protein import into nucleus; nuclear import signal receptor activity
OG0012088	catalytic activity:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
OG0012089	unknown:structural constituent of ribosome; mitochondrial ribosome; translation; ribosome; mitochondrial large ribosomal subunit; mitochondrial translation
OG0012091	unknown:base-excision repair; catalytic activity; DNA repair
OG0012093	unknown:Prp19 complex; mRNA processing; precatalytic spliceosome; catalytic step 2 spliceosome
OG0012098	binding; signaling:mRNA binding; chloroplast; chloroplast-nucleus signaling pathway; mitochondria-nucleus signaling pathway; mitochondrial RNA processing; mitochondrion; RNA splicing
OG0012102	unknown:GTPase activator activity
OG0012103	transport:water transport; water channel activity; membrane; channel activity; transmembrane transport
OG0012104	catalytic activity:protein serine/threonine phosphatase activity; protein dephosphorylation
OG0012109	binding:ribonuclease MRP complex; tRNA 5'-leader removal; nucleolus; multimeric ribonuclease P complex; ribonuclease P RNA binding; ribonuclease P complex
OG0012110	unknown:cellular response to phosphate starvation
OG0012112	catalytic activity:oxidoreductase activity
OG0012114	signaling:DNA repair; condensed chromosome; nucleus; homologous chromosome pairing at meiosis; mitotic intra-S DNA damage checkpoint signaling; interstrand cross-link repair; DNA polymerase binding; double-strand break repair involved in meiotic recombination
OG0012115	binding:4-aminobutyrate transaminase activity; adenosylmethionine-8-amino-7-oxononanoate transaminase activity; biotin biosynthetic process; gamma-aminobutyric acid metabolic process; pyridoxal phosphate binding
OG0012116	binding:calcium ion binding
OG0012117	binding:SRP-dependent cotranslational protein targeting to membrane; 7S RNA binding; signal recognition particle; signal recognition particle, endoplasmic reticulum targeting; SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition
OG0012119	transport:mitotic cell cycle; chromosome, centromeric region; nucleus; endoplasmic reticulum to Golgi vesicle-mediated transport; mitotic spindle assembly checkpoint signaling; RZZ complex
OG0012120	transport:actin binding; lysosomal membrane; endosome; intracellular protein transport; vacuole organization; endosomal transport; HOPS complex; vacuole fusion, non-autophagic; cytoplasm; protein binding
OG0012121	binding:DNA repair; nucleic acid binding; ATP binding
OG0012122	unknown:endomembrane system; membrane
OG0012123	binding:polysaccharide binding; protein kinase activity; ATP binding; protein phosphorylation
OG0012126	catalytic activity:oxidoreductase activity; chloroplast; chloroplast thylakoid
OG0012127	catalytic activity:transferase activity; Golgi apparatus; O-acetyltransferase activity
OG0012128	binding:RNA polymerase II cis-regulatory region sequence-specific DNA binding; RNA polymerase III type 3 promoter sequence-specific DNA binding; core promoter sequence-specific DNA binding; bent DNA binding; snRNA-activating protein complex; snRNA transcription by RNA polymerase II; snRNA transcription by RNA polymerase III
OG0012129	signaling:protein kinase activity; ATP binding; protein phosphorylation; mitotic spindle assembly checkpoint signaling; meiotic sister chromatid cohesion, centromeric
OG0012130	catalytic activity; binding:endoplasmic reticulum; ubiquitin-dependent protein catabolic process; ubiquitin protein ligase activity; metal ion binding
OG0012131	transport:cytoplasm; intermembrane lipid transfer; lipid transfer activity; cytosol; membrane; ceramide transport; ceramide 1-phosphate binding; ceramide 1-phosphate transfer activity
OG0012133	unknown:transcription coregulator activity; transcription coactivator activity; regulation of transcription by RNA polymerase II; mediator complex
OG0012134	transport:protein import into nucleus; protein binding
OG0012135	binding:nucleus; cytosol; intracellular iron ion homeostasis; iron-sulfur cluster binding; 2 iron, 2 sulfur cluster binding; protein maturation
OG0012136	catalytic activity:steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
OG0012142	catalytic activity:protein-lysine N-methyltransferase activity; peptidyl-lysine monomethylation
OG0012143	binding:tRNA binding; tRNA wobble uridine modification; nucleus; cytosol; tRNA modification; elongator holoenzyme complex
OG0012146	catalytic activity:S-adenosylmethionine-dependent methyltransferase activity
OG0012147	binding:structural constituent of ribosome; ribosome; translation; mRNA binding; chloroplast
OG0012151	unknown:chloroplast
OG0012152	binding:DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding
OG0012154	binding:zinc ion binding; RNA binding; RNA modification
OG0012156	binding:pseudouridine synthesis; RNA binding; nucleus; tRNA modification; RNA modification; pseudouridine synthase activity; mRNA pseudouridine synthesis; RNA processing
OG0012157	binding:transcription initiation at RNA polymerase II promoter; TFIIH-class transcription factor complex binding; transcription factor TFIIE complex
OG0012158	binding:protein-folding chaperone binding; protein binding; adenyl-nucleotide exchange factor activity; cytoplasm; protein stabilization
OG0012159	catalytic activity:acyltransferase activity; 1-acylglycerol-3-phosphate O-acyltransferase activity; phosphatidic acid biosynthetic process
OG0012161	binding:protein binding; mitotic cell cycle; spindle pole; calmodulin binding; spindle organization; establishment of meiotic spindle localization
OG0012163	binding:protein binding; RNA binding; RNA modification
OG0012164	transport:ATP-dependent peptidase activity; proteolysis; chloroplast; protein import into chloroplast stroma; ATP binding; ATP hydrolysis activity; metalloendopeptidase activity
OG0012165	catalytic activity:hydrolase activity, hydrolyzing N-glycosyl compounds; cytosol; purine nucleoside catabolic process; purine nucleosidase activity
OG0012166	signaling:DNA damage checkpoint signaling; checkpoint clamp complex; telomere maintenance; double-strand break repair via homologous recombination; nucleotide-excision repair; mitotic intra-S DNA damage checkpoint signaling; mitotic DNA replication checkpoint signaling; site of double-strand break; meiotic DNA integrity checkpoint signaling
OG0012168	unknown:nucleus; regulation of DNA-templated transcription
OG0012170	immune/defense:defense response; defense response to other organism
OG0012172	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0012173	unknown:chloroplast thylakoid membrane; thylakoid
OG0012175	catalytic activity:S-adenosylmethionine-dependent methyltransferase activity
OG0012178	binding:ornithine aminotransferase activity; cytoplasm; arginine catabolic process to proline via ornithine; arginine catabolic process to glutamate; pyridoxal phosphate binding; identical protein binding
OG0012179	unknown:chloroplast thylakoid membrane
OG0012180	catalytic activity:diacylglycerol O-acyltransferase activity; glycerolipid biosynthetic process; plasma membrane; O-acyltransferase activity; triglyceride biosynthetic process
OG0012182	binding:protein binding
OG0012183	unknown:lysosome localization; BORC complex
OG0012185	binding:DNA repair; DNA dealkylation involved in DNA repair; ferrous iron binding; NA; broad specificity oxidative DNA demethylase activity; cytosine C-5 DNA demethylase activity
OG0012186	binding:transcription factor TFIIIC complex; DNA binding; transcription initiation at RNA polymerase III promoter; 5S class rRNA transcription by RNA polymerase III
OG0012188	transport:calcium ion binding; membrane; transmembrane transport; monoatomic cation transport; intracellular calcium ion homeostasis; monoatomic cation transmembrane transporter activity; calcium:proton antiporter activity; calcium ion transmembrane transport
OG0012189	unknown:transcription coregulator activity; regulation of transcription by RNA polymerase II; mediator complex
OG0012192	catalytic activity:phosphatase activity
OG0012194	binding:nucleic acid binding; chromatin; RNA binding; nucleoplasm; regulation of gene expression
OG0012195	catalytic activity:lipase activity
OG0012198	catalytic activity:acyl-CoA metabolic process; fatty acyl-CoA hydrolase activity
OG0012199	unknown:chloroplast thylakoid membrane; photosystem I assembly; response to photooxidative stress
OG0012202	binding:protein binding; ADP binding
OG0012204	binding:ADP binding
OG0012205	catalytic activity:histidine biosynthetic process; tryptophan biosynthetic process; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity; cytoplasm
OG0012206	unknown:nucleus; regulation of DNA-templated transcription
